timestamp,symbol,composite_signal,why_composite_signal,what_signal,why_macro_signal,why_yield_signal,why_yield_slope_2s10s,why_yield_slope_5s30s,why_yield_curvature_2_10_30,why_yield_parallel_shift,sigma_ann,regime,pos_attenuation,pnl,cum_cost
2025-01-01T00:00:00,EURUSD,-1.0,0.0,-1.0,0.0,0.0,,,,,0.1,normal,,0.061923049728122896,3.4582271877120015e-05
